#higher will render first
#next obj will overlap previous obj

#completed list
#bush
#cloud
#trinket
#platform
#box
#brick
#bush

# list of object assets to load in this scene
[ASSETS]
assets\mario.txt
assets\brick.txt
assets\coin.txt
assets\goomba.txt
assets\cloud.txt
assets\box.txt
assets\platform.txt
assets\tree.txt
assets\pipe.txt
assets\bush.txt
assets\trinket.txt
assets\piranha.txt
assets\fireball.txt
assets\koopa.txt
assets\tailwhip.txt
assets\questionblock.txt
assets\mushroom.txt
assets\superleaf.txt
assets\attackparticle.txt
assets\wingedgoomba.txt
assets\wing.txt
#
[CHUNK 1 0 2800]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

# MARIO
0	20	384

#Platform x, y, c_width, c_height, width, height, top_left, top_center, top_right,
5	0	416	39	1
5	624	400	29	2
5	1152	416	22	1
5	1536	416	5	1
5	1664	416	36	1
5	2256	416	35	1

#Sky platform
100	1408	192	4	1
100	1488	176	13	1

#Brick x, y, c_width, c_height, type
#0 = normal brick
#1 = striped brick


#Double brick
1	1504	336	16	16	1
1	1520	336	16	16	1

#Left stairs
1	1568	400	16	16	1
1	1584	400	16	16	1
1	1584	384	16	16	1
1	1600	400	16	16	1
1	1600	384	16	16	1
1	1600	368	16	16	1

#Right stairs
1	1664	400	16	16	1
1	1664	384	16	16	1
1	1664	368	16	16	1
1	1680	400	16	16	1
1	1680	384	16	16	1
1	1696	400	16	16	1

#Big pile
1	1952	400	16	16	0
1	1968	400	16	16	0
1	1968	384	16	16	0
1	1984	400	16	16	0
1	1984	384	16	16	0
1	1984	368	16	16	0
1	2000	400	16	16	0
1	2000	384	16	16	0
1	2000	368	16	16	0
1	2016	400	16	16	0
1	2016	384	16	16	0
1	2016	368	16	16	0
1	2032	400	16	16	0
1	2032	384	16	16	0
1	2032	368	16	16	0
1	2048	400	16	16	0

#Small pile
1	2096	400	16	16	0
1	2096	384	16	16	0
1	2112	400	16	16	0

#Top pipe
1	2256	304	16	16	1
1	2272	304	16	16	1

#Box x, y, c_width, c_height, width, height, top_left, top_center, top_right, ...
# 0: orange, 1: blue, 2: green, 3: white, 4: black

#First Cluster
101	272	336	3	5	1
101	240	368	3	3	0

#Second Cluster
101	512	304	4	7	3
101	464	336	4	5	0
101	400	368	5	3	2
101	512	384	6	2	2

#Third Cluster
101	1328	320	7	6	1
101	1296	352	7	4	0
101	1264	384	7	2	2

#Fourth Cluster
101	2176	272	3	9	2
101	2144	368	3	3	0

#Sky box
101	1312	144	4	2	0
106	1312	176	16	16	1060310
106	1328	176	16	16	1060320
106	1344	176	16	16	1060320
106	1360	176	16	16	1060320
106	1376	176	16	16	1060330

#Ending background
101	2480	0	21	26	5

#Dark box
101	2672	320	3	3	4

#Tree x, y, c_width, c_height, height, top_left, top_right, ...

#First Cluster
