# id	left	top	right	bottom	texture_id
[SPRITES]

################  GROUND ################

################  TOP ################
1070110	0	0	15	15	30
1070120	16	0	31	15	30
1070130	32	0	47	15	30
################  BOTTOM ################
1070210	0	16	15	31	30
1070220	16	16	31	31	30
1070230	32	16	47	31	30

################  CLOUD ################
1071000	176	64	191	79	21

################  STRIPED ################

################  TOP ################
1071110	48	0	63	15	30
1071120	64	0	79	15	30
1071130	80	0	95	15	30
################  MIDDLE ################
1071210	48	16	63	31	30
1071220	64	16	79	31	30
1071230	80	16	95	31	30

################  HILL ################

################  TOP ################
1072110	96	0	111	15	30
1072120	112	0	127	15	30
1072130	128	0	143	15	30
################  MIDDLE ################
1072210	96	16	111	31	30
1072220	112	16	127	31	30
1072230	128	16	143	31	30
